time,x,y,yaw,vel_x,yaw_vel
0.2224445343017578,0.00012643865867238008,0.0002708947751906116,20626.44656745126,0.0,0.0
0.2925734519958496,0.00012643516272220316,0.00027091543002252214,20626.446586111633,0.0,0.0
0.2931027412414551,0.00012643516272220316,0.00027091543002252214,20626.446586111633,0.0,0.0
0.3359992504119873,0.00012642837642171806,0.00027095552483092636,20626.44662233483,0.0,0.0
0.3888881206512451,0.00012642488042593613,0.00027097617980161725,20626.446640995335,0.0,0.0
0.45061516761779785,0.00012641809403692288,0.0002710162748793869,20626.446677218784,0.0,0.0
0.505892276763916,0.00012641459799553594,0.0002710369299888279,20626.446695879415,0.0,0.0
0.5577623844146729,0.0001264112047640667,0.00027105697764017524,20626.446713991245,0.0,0.2
0.6167397499084473,0.00012640781151799715,0.00027107702533594856,20626.446732103115,0.0,0.2
0.6780083179473877,0.00012640092215527362,0.00027111772837015984,20626.44676887583,0.0,0.2
0.7303102016448975,0.00012639403273233697,0.00027115843158754323,20626.44680564871,0.0,0.2
0.7981619834899902,0.0001856668826282948,0.00027000398033663674,0.3026006766184324,0.0,0.2
0.858485221862793,0.0001165055985620769,0.0002652961192191205,1.1078062273867677,0.0,0.2
0.9172430038452148,5.74900650457252e-05,0.0002623092679897525,1.4860436247295792,0.0,0.2
0.9781191349029541,-6.22842646384571e-05,0.00025504484218461144,2.254131494040202,0.0,0.2
1.0413014888763428,-0.00018019886605187205,0.00024631624918633043,3.010955166258188,0.0,0.2
1.0894370079040527,-0.00024091491511829283,0.00024121028057598148,3.40091179859408,0.0,0.2
1.1541111469268799,-0.0002998252696326323,0.00023585805964391365,3.7794499359922993,0.0,0.2
1.212899923324585,-0.00041937012052498286,0.0002237893799081466,4.548151406842421,0.0,0.2
1.2814750671386719,-0.0005370434917563779,0.00021032510743430557,5.305581982586104,0.0,0.2
1.3340861797332764,-0.0005976269750753499,0.00020277835337563166,5.69585013612964,0.0,0.2
1.388606071472168,-0.0006563965241436886,0.000195056013368017,6.074693691279885,0.0,0.2
1.462871789932251,-0.0007756120563196089,0.00017817423337290576,6.8440249338015455,0.0,0.2
1.5053801536560059,-0.0007756120563196089,0.00017817423337290576,6.8440249338015455,0.0,0.2
1.5682952404022217,-0.0009532677188553024,0.00014997657426087156,7.992683093866232,0.0,0.2
1.6134350299835205,-0.001011809445672451,0.00013988354882844004,8.371842913529697,0.0,0.2
1.6659705638885498,-0.0010703049305897158,0.00012939949673824406,8.75105446566545,0.0,0.2
1.729198932647705,-0.0012472569591730548,9.524353502755759e-05,9.900501134298839,0.0,0.2
1.7945904731750488,-0.0013073076562355231,8.281343552234447e-05,10.291424835075969,0.0,0.2
1.8818190097808838,-0.001423696960280667,5.750201391857416e-05,11.050440664878765,0.0,0.2
1.9402012825012207,-0.001483556803647569,4.385410677702967e-05,11.441533807216315,0.0,0.2
1.9905498027801514,-0.0015415884611932884,3.021209487296761e-05,11.821179793318757,0.0,0.2
2.051520586013794,-0.0016591953119736783,1.3170892537282429e-06,12.592145773042562,0.0,0.2
2.101069211959839,-0.00177475182923271,-2.8714801066260847e-05,13.351830806090716,0.0,0.2
2.158442258834839,-0.0018341609063682275,-4.4792998936768144e-05,13.743273303342978,0.0,0.2
2.2151613235473633,-0.0019492378000961876,-7.718022642378298e-05,14.503305781446986,0.0,0.2
2.2737317085266113,-0.0020083878206861427,-9.4470073558215e-05,14.894927323136267,0.0,0.2
2.330021619796753,-0.002122958129817164,-0.00012921086838074995,15.65529628493515,0.0,0.2
2.372965097427368,-0.002122958129817164,-0.00012921086838074995,15.65529628493515,0.0,0.2
2.445870876312256,-0.002295906580487091,-0.00018481574365106614,16.807760967448043,0.0,0.2
2.5023818016052246,-0.002354522541676168,-0.0002045348910099593,17.199705399714684,0.0,0.2
2.5538952350616455,-0.0024113199780194353,-0.00022406844283799111,17.58017313854359,0.0,0.2
2.623384475708008,-0.0025263730145021596,-0.0002649305668129497,18.35276685388636,0.0,0.2
2.6649158000946045,-0.0025263730145021596,-0.0002649305668129497,18.35276685388636,0.0,0.2
2.729400396347046,-0.002639392540903912,-0.0003067733084205844,19.11396087875174,0.0,0.2
2.777488946914673,-0.002753802220983509,-0.00035087093095295045,19.88679976318712,0.0,0.2
2.8379719257354736,-0.002867873620000772,-0.0003966041530593372,20.659734563856382,0.0,0.2
2.8977315425872803,-0.002979895013303528,-0.0004432550185237199,21.421209633185658,0.0,0.2
2.9593591690063477,-0.003037461587743099,-0.0004679068070320455,21.81350873301652,0.0,0.2
3.023684501647949,-0.0031489190123599993,-0.0005169615208582461,22.57506574412714,0.0,0.2
3.0806496143341064,-0.00320618096304517,-0.0005428501613156424,22.967395590223855,0.0,0.2
3.138936996459961,-0.0032616252022885026,-0.0005683673989230024,23.348173708556786,0.0,0.2
3.202031373977661,-0.0033169201893712037,-0.000594260739007873,23.728925974488497,0.0,0.2
3.260195255279541,-0.0034834981007268975,-0.0006749905325899154,24.88250239790023,0.0,0.2
3.317714214324951,-0.003539780388485965,-0.0007032062232107767,25.27462663002727,0.0,0.2
3.390789031982422,-0.0036484963806842413,-0.0007590770722738702,26.035648600557654,0.0,0.2
3.4416444301605225,-0.003704217498959898,-0.0007884213076060765,26.427598274910967,0.0,0.2
3.4998974800109863,-0.003758110928776523,-0.0008172654785364398,26.807953859470356,0.0,0.2
3.5704562664031982,-0.0038118165633834714,-0.0008464356413262677,27.188244584885844,0.0,0.2
3.629711627960205,-0.003920219460492135,-0.0009066691815282244,27.960124015580067,0.0,0.2
