time,x,y,yaw,vel_x,yaw_vel,ob_x,ob_y
20.84454846,0.135687749,1.229354812,82.67181561,0.15,0,,
20.91341543,0.136950043,1.239171078,82.6733515,0.15,0,,
20.96909595,0.137600394,1.244229237,82.67392605,0.15,0,,
21.02676535,0.138231688,1.249139518,82.67434949,0.15,0,,
21.08256769,0.139513708,1.259111676,82.6748111,0.15,0,,
21.14552021,0.140776973,1.268937931,82.67428731,0.15,0,,
21.2481544,0.142059667,1.278913148,82.67090646,0.15,0,,
21.29593134,0.142059667,1.278913148,82.67090646,0.15,0,,
21.34856796,0.142690558,1.283819811,82.66383869,0.15,0,,
21.41155863,0.143966,1.293673762,82.56567157,0.15,0,,
21.48606753,0.145905194,1.308518595,82.55493026,0.15,0,,
21.52359915,0.145905194,1.308518595,82.55493026,0.15,0,,
21.57977104,0.146546008,1.313422724,82.55571301,0.15,0,,
21.63425422,0.147846913,1.323380026,82.55788648,0.15,0,,
21.6878922,0.149147748,1.333339685,82.55995101,0.15,0,,
21.7397995,0.149788486,1.338246381,82.56075167,0.15,0,,
21.79037452,0.150429269,1.343153899,82.56140929,0.15,0,,
21.84107137,0.151730458,1.353120288,82.56233622,0.15,0,,
21.89307213,0.153032043,1.363090397,82.56271946,0.15,0,,
21.95682859,0.153673273,1.368002223,82.56258829,0.15,0,,
22.01027846,0.154314571,1.372914376,82.56195107,0.15,0,,
22.06160951,0.15625646,1.387784938,82.54529787,0.15,0,,
22.13508964,0.156911859,1.392780288,82.49175286,0.15,0,,
22.19023633,0.157552779,1.397632015,82.44473678,0.15,0,,
22.24980235,0.158871942,1.407576986,82.44399843,0.15,0,,
22.29759121,0.158871942,1.407576986,82.44399843,0.15,0,,
22.35833502,0.161493322,1.427339952,82.44617999,0.15,0,,
22.42765522,0.162143616,1.432244001,82.44723425,0.15,0,,
22.48559618,0.162813629,1.437297463,82.44817484,0.15,0,,
22.54896665,0.163463968,1.442203117,82.44893662,0.15,0,,
22.62677026,0.164784527,1.45216565,82.45005731,0.15,0,,
22.6759119,0.166085725,1.461983085,82.45063558,0.15,0,,
22.72750998,0.166756207,1.467041932,82.45071028,0.15,0,,
22.79540062,0.167407058,1.471952618,82.45046466,0.15,0,,
22.84463191,0.168057977,1.476863548,82.44965996,0.15,0,,
22.90455723,0.169379491,1.48683207,82.44459012,0.15,0,,
22.97028208,0.170693164,1.496704882,82.36426369,0.15,0,,
23.01079249,0.171346175,1.50156777,82.32826613,0.15,0,,
23.07820821,0.172685231,1.511513117,82.33289824,0.15,0,,
23.11879945,0.174005652,1.521319824,82.3322319,0.15,0,,
23.17235136,0.17468555,1.526370097,82.33338292,0.15,0,,
23.23983502,0.176005305,1.536175315,82.33552941,0.15,0,,
23.29123497,0.176685199,1.541227678,82.33642885,0.15,0,,
23.36984634,0.178005129,1.551037691,82.33773661,0.15,0,,
23.43578959,0.178685198,1.556092667,82.33819927,0.15,0,,
23.49537182,0.179345364,1.560999891,82.33851848,0.15,0,,
23.55001688,0.180686031,1.570965764,82.3387236,0.15,0,,
23.5973599,0.180686031,1.570965764,82.3387236,0.15,0,,
23.66315913,0.183347721,1.590748767,82.33054234,0.15,0,,
23.71499109,0.184004177,1.595618246,82.29691421,0.15,0,,
23.77302361,0.184680512,1.600603298,82.23838369,0.15,0,,
23.82428074,0.185345921,1.605480174,82.21588013,0.15,0,,
23.87712574,0.186704643,1.615424871,82.21992099,0.15,0,,
23.94080257,0.188043931,1.625227003,82.22066615,0.15,0,,
