time,x,y,yaw,vel_x,yaw_vel,ob_x,ob_y,path x,path y
108.4942038,2.147177023,5.141769588,37.69701859,0,0.2,,,,
108.5638177,2.147131782,5.141732237,38.08401806,0,0.2,,,,
108.6062458,2.147088094,5.141695678,38.45968987,0,0.2,,,,
108.6611156,2.147000076,5.141620525,39.22258321,0,0.2,,,,
108.7179747,2.146914274,5.141545285,39.97430696,0,0.2,,,,
108.7725172,2.146870427,5.14150606,40.36164236,0,0.2,,,,
108.8317878,2.146828102,5.141467687,40.73763986,0,0.2,,,,
108.8898892,2.146786009,5.141429018,41.11369074,0,0.2,,,,
108.9450214,2.146701265,5.141349602,41.87735147,0,0.2,,,,
109.0322819,2.1466175,5.141268983,42.64123217,0.15,0,,,,
109.0599632,2.14657661,5.141228837,43.01755476,0.15,0,,,,
109.1026654,2.146838386,5.141472005,43.33970746,0.15,0,,,,
109.1582909,2.148922299,5.143458947,44.07304541,0.15,0,,,,
109.2088909,2.152798035,5.147289126,45.41619677,0.15,0,,,,
109.2622876,2.155154985,5.149716497,46.39584024,0.15,0,,,,
109.3338969,2.159904242,5.154864738,48.35993536,0,-0.2,,,,
109.3804867,2.159904242,5.154864738,48.35993536,0,-0.2,,,,
109.461534,2.166422094,5.162504424,50.36983207,0,-0.2,,,,
109.5270267,2.169261392,5.165950311,50.75843602,0,-0.2,,,,
109.5756872,2.170076268,5.16694858,50.91107319,0,-0.2,,,,
109.634809,2.17047678,5.167442117,50.97225373,0,-0.2,,,,
109.6834927,2.170673103,5.167687121,50.36870304,0,-0.2,,,,
109.7519343,2.170745379,5.167778425,49.61833333,0,-0.2,,,,
109.8079731,2.170783055,5.167825064,49.2316974,0,-0.2,,,,
109.8536077,2.170857051,5.167914836,48.48100495,0,-0.2,,,,
109.9084322,2.170895616,5.16796069,48.09419908,0,-0.2,,,,
109.9507034,2.170933336,5.168004942,47.71871368,0.15,0,,,,
110.0083575,2.170971342,5.168048944,47.34317262,0.15,0,,,,
110.0604188,2.171285186,5.168388369,46.66338039,0.15,0,,,,
110.1265333,2.173151289,5.170351387,46.15583056,0.15,0,,,,
110.180686,2.174742578,5.172001765,45.81545398,0.15,0,,,,
110.244941,2.176788212,5.174092273,45.30731744,0.15,0,,,,
110.3059096,2.184970898,5.182025301,42.78202167,0.15,0,,,,
110.35464,2.187913089,5.184711408,41.87977019,0,0.2,,,,
110.4103539,2.190817701,5.187281471,41.01292812,0,0.2,,,,
